feature,coefficient,absolute_coefficient
TMEM225 (338661),-0.0036469485938019144,0.0036469485938019144
RGS5 (8490),-0.003646363829357142,0.003646363829357142
ZNF781 (163115),0.003645446058041865,0.003645446058041865
RHAG (6005),0.0036429747380000528,0.0036429747380000528
CCL21 (6366),0.0036425016682492626,0.0036425016682492626
CCL8 (6355),0.0036390853881739915,0.0036390853881739915
PTCHD4 (442213),-0.003636988678655703,0.003636988678655703
MYEOV (26579),-0.0036361434143299624,0.0036361434143299624
DEFB108B (245911),-0.0036352934130224534,0.0036352934130224534
ZFP42 (132625),0.0036330807183516216,0.0036330807183516216
