feature,coefficient,absolute_coefficient
FOXK2 (3607),-3.8179652973728846e-06,3.8179652973728846e-06
SLCO5A1 (81796),-3.817850618924342e-06,3.817850618924342e-06
ELK1 (2002),-3.8166968513412034e-06,3.8166968513412034e-06
LCN2 (3934),3.816112057228514e-06,3.816112057228514e-06
UBR7 (55148),-3.8158416182834206e-06,3.8158416182834206e-06
NDUFB6 (4712),-3.815707547037341e-06,3.815707547037341e-06
DYRK2 (8445),3.811916064628487e-06,3.811916064628487e-06
POLE (5426),3.8115122738451413e-06,3.8115122738451413e-06
PRKCI (5584),3.810325298813046e-06,3.810325298813046e-06
PTHLH (5744),3.810154796480361e-06,3.810154796480361e-06
RNF214 (257160),-3.8089495073628386e-06,3.8089495073628386e-06
SPATA31D1 (389763),3.8082523513746317e-06,3.8082523513746317e-06
NFATC4 (4776),-3.8061412536419437e-06,3.8061412536419437e-06
GEMIN8 (54960),-3.805593805067816e-06,3.805593805067816e-06
ZNF737 (100129842),-3.804154533789411e-06,3.804154533789411e-06
BTBD2 (55643),-3.8039539340997435e-06,3.8039539340997435e-06
RGS9BP (388531),3.803921699713821e-06,3.803921699713821e-06
EML1 (2009),3.803904986887387e-06,3.803904986887387e-06
GASK1B (51313),3.803068296823051e-06,3.803068296823051e-06
RNF8 (9025),3.8029914433914718e-06,3.8029914433914718e-06
CRABP2 (1382),3.8018312224867582e-06,3.8018312224867582e-06
FBXW5 (54461),3.8016654871350944e-06,3.8016654871350944e-06
IMPG2 (50939),-3.8004869863539622e-06,3.8004869863539622e-06
MMRN1 (22915),3.7992316366305525e-06,3.7992316366305525e-06
HPS1 (3257),3.799231094117684e-06,3.799231094117684e-06
CHD7 (55636),3.7992271566431803e-06,3.7992271566431803e-06
CCDC116 (164592),3.7990762894004683e-06,3.7990762894004683e-06
DMBT1 (1755),-3.798499378699259e-06,3.798499378699259e-06
TCF24 (100129654),3.798160751334809e-06,3.798160751334809e-06
C1orf35 (79169),3.7970459892705636e-06,3.7970459892705636e-06
REELD1 (345051),-3.7963906245467874e-06,3.7963906245467874e-06
PUSL1 (126789),-3.7958130241867606e-06,3.7958130241867606e-06
RHOH (399),3.79578320301615e-06,3.79578320301615e-06
ZDHHC13 (54503),-3.7954535389415577e-06,3.7954535389415577e-06
DYNLL1 (8655),-3.794217053009706e-06,3.794217053009706e-06
EN1 (2019),3.794111289106409e-06,3.794111289106409e-06
SH3GL2 (6456),3.79371991002924e-06,3.79371991002924e-06
LDB1 (8861),3.7921016410109064e-06,3.7921016410109064e-06
MIXL1 (83881),-3.7885917509143483e-06,3.7885917509143483e-06
OR10D3 (26497),3.788096303043734e-06,3.788096303043734e-06
KNDC1 (85442),3.787491248287163e-06,3.787491248287163e-06
PPP1R26 (9858),3.787423781165002e-06,3.787423781165002e-06
SLC35C1 (55343),3.786473943586722e-06,3.786473943586722e-06
GPR61 (83873),3.7857898657630947e-06,3.7857898657630947e-06
CYP20A1 (57404),-3.7846977768719276e-06,3.7846977768719276e-06
MS4A14 (84689),3.782865899497969e-06,3.782865899497969e-06
SLC9A8 (23315),-3.780611892254365e-06,3.780611892254365e-06
TRIM62 (55223),3.7801078780019715e-06,3.7801078780019715e-06
USP5 (8078),3.7795516307844743e-06,3.7795516307844743e-06
POTEA (340441),3.7795287641192827e-06,3.7795287641192827e-06
FIBIN (387758),-3.7785222077011316e-06,3.7785222077011316e-06
TNFAIP1 (7126),3.7782193175585888e-06,3.7782193175585888e-06
MIEN1 (84299),3.7781408210076255e-06,3.7781408210076255e-06
GAA (2548),-3.7771926946521035e-06,3.7771926946521035e-06
HPR (3250),-3.7771821536503493e-06,3.7771821536503493e-06
CCDC148 (130940),-3.776577298065905e-06,3.776577298065905e-06
BEX2 (84707),3.775901863719274e-06,3.775901863719274e-06
SLC35G5 (83650),3.775770561004314e-06,3.775770561004314e-06
MCTS2 (100101490),-3.7756938851031786e-06,3.7756938851031786e-06
PIP5KL1 (138429),-3.775667944758531e-06,3.775667944758531e-06
GATD1 (347862),-3.7754473344375817e-06,3.7754473344375817e-06
AUNIP (79000),3.775441605453861e-06,3.775441605453861e-06
RHEX (440712),3.7749128033434456e-06,3.7749128033434456e-06
PLXNA2 (5362),-3.774702169075118e-06,3.774702169075118e-06
CENPVL2 (441495),3.7734246234229636e-06,3.7734246234229636e-06
DLG5 (9231),3.771086591196007e-06,3.771086591196007e-06
PRRC2A (7916),-3.769831544989553e-06,3.769831544989553e-06
ZKSCAN2 (342357),3.7690312582735047e-06,3.7690312582735047e-06
ARHGAP20 (57569),-3.7680003392119495e-06,3.7680003392119495e-06
UBR5 (51366),-3.767768590030868e-06,3.767768590030868e-06
COPB2 (9276),-3.7672901781001634e-06,3.7672901781001634e-06
GSG1L2 (644070),3.766896263525198e-06,3.766896263525198e-06
ADGRG4 (139378),3.766678400034284e-06,3.766678400034284e-06
CCDC141 (285025),-3.7666514451537227e-06,3.7666514451537227e-06
XIAP (331),-3.7666094721688354e-06,3.7666094721688354e-06
DEF6 (50619),3.7662767230611102e-06,3.7662767230611102e-06
ALB (213),3.7661452535245175e-06,3.7661452535245175e-06
ZNF330 (27309),-3.764757967224602e-06,3.764757967224602e-06
PDIA5 (10954),-3.7632128523731623e-06,3.7632128523731623e-06
CRTAM (56253),-3.7626579698515594e-06,3.7626579698515594e-06
TBC1D3 (729873),3.7620411917992075e-06,3.7620411917992075e-06
GET1 (7485),-3.7617420302612382e-06,3.7617420302612382e-06
JADE1 (79960),-3.7613567221943064e-06,3.7613567221943064e-06
SMARCAD1 (56916),3.76110137901647e-06,3.76110137901647e-06
LRRFIP2 (9209),3.7604743685220912e-06,3.7604743685220912e-06
OR56A3 (390083),-3.760023056841735e-06,3.760023056841735e-06
PRAMEF15 (653619),3.7593525817798283e-06,3.7593525817798283e-06
IRX3 (79191),3.7584886881822147e-06,3.7584886881822147e-06
DEDD2 (162989),-3.7581256566989326e-06,3.7581256566989326e-06
ZNF296 (162979),3.7579820416079234e-06,3.7579820416079234e-06
KIF20B (9585),-3.7566762621547297e-06,3.7566762621547297e-06
ZNF841 (284371),-3.7560878361970095e-06,3.7560878361970095e-06
SS18L1 (26039),3.755746465621207e-06,3.755746465621207e-06
ENPP3 (5169),-3.752170347744134e-06,3.752170347744134e-06
RPS16 (6217),-3.7521477913659088e-06,3.7521477913659088e-06
DAZAP1 (26528),-3.7505919569495487e-06,3.7505919569495487e-06
RARB (5915),3.7504090379542485e-06,3.7504090379542485e-06
SYT15B (102724488),-3.7503141561308946e-06,3.7503141561308946e-06
USP22 (23326),3.7501835155889125e-06,3.7501835155889125e-06
CD200R1L (344807),3.7493200601523217e-06,3.7493200601523217e-06
INHBB (3625),3.7490746248993776e-06,3.7490746248993776e-06
GALNT2 (2590),-3.7486117839861366e-06,3.7486117839861366e-06
OR2T5 (401993),3.7475350400137035e-06,3.7475350400137035e-06
HNRNPH2 (3188),-3.7468915790040002e-06,3.7468915790040002e-06
KCNF1 (3754),-3.745382930342205e-06,3.745382930342205e-06
CYB5R1 (51706),3.7447393395575615e-06,3.7447393395575615e-06
ITGAE (3682),3.7445657769051166e-06,3.7445657769051166e-06
KRT24 (192666),-3.7443066761278083e-06,3.7443066761278083e-06
SCPEP1 (59342),3.7440931825627377e-06,3.7440931825627377e-06
ZNF596 (169270),3.7431939382325417e-06,3.7431939382325417e-06
CHCHD4 (131474),3.742323503293528e-06,3.742323503293528e-06
ZNF573 (126231),3.7422654628903163e-06,3.7422654628903163e-06
THAP11 (57215),3.741676686815777e-06,3.741676686815777e-06
UHRF1 (29128),-3.7415952010016256e-06,3.7415952010016256e-06
ABCF1 (23),3.7415872990908024e-06,3.7415872990908024e-06
SHOX (6473),-3.7414915893293514e-06,3.7414915893293514e-06
UGT2B17 (7367),3.7414089232397266e-06,3.7414089232397266e-06
SPRY3 (10251),-3.741071668588374e-06,3.741071668588374e-06
TTLL11 (158135),-3.7392975021604873e-06,3.7392975021604873e-06
AKAP11 (11215),3.7383196390030307e-06,3.7383196390030307e-06
GTF3C6 (112495),-3.7382049560239285e-06,3.7382049560239285e-06
OR4A5 (81318),-3.7381740968433764e-06,3.7381740968433764e-06
FOLR2 (2350),-3.735763349916434e-06,3.735763349916434e-06
LRRIQ1 (84125),-3.73485815602783e-06,3.73485815602783e-06
PSD4 (23550),3.7344797317690223e-06,3.7344797317690223e-06
HTN3 (3347),-3.7344472266588724e-06,3.7344472266588724e-06
KDELR3 (11015),3.734325468845331e-06,3.734325468845331e-06
APMAP (57136),-3.734098154578533e-06,3.734098154578533e-06
CHIC1 (53344),-3.7334768856506245e-06,3.7334768856506245e-06
IMMT (10989),-3.732041390933174e-06,3.732041390933174e-06
ABRA (137735),-3.7320408905676776e-06,3.7320408905676776e-06
DYNLT5 (200132),3.731408240668218e-06,3.731408240668218e-06
NPIPB6 (728741),3.7307033742297224e-06,3.7307033742297224e-06
MIS12 (79003),-3.7296706647461144e-06,3.7296706647461144e-06
TXNDC5 (81567),-3.728595219251322e-06,3.728595219251322e-06
GJC2 (57165),3.7279807088080606e-06,3.7279807088080606e-06
ZNF514 (84874),-3.7277092715008834e-06,3.7277092715008834e-06
KLHL18 (23276),3.7273444189916535e-06,3.7273444189916535e-06
HEMK2 (29104),3.7265786324447376e-06,3.7265786324447376e-06
FIRRM (55732),3.726405459814623e-06,3.726405459814623e-06
CEBPZOS (100505876),3.7263839412922307e-06,3.7263839412922307e-06
ARHGAP31 (57514),-3.7254782071483023e-06,3.7254782071483023e-06
METTL27 (155368),-3.7251296125243765e-06,3.7251296125243765e-06
CXCR3 (2833),-3.72325875461451e-06,3.72325875461451e-06
GLRX5 (51218),-3.722965662826793e-06,3.722965662826793e-06
GRAMD1B (57476),-3.7209268258653132e-06,3.7209268258653132e-06
SPANXB1 (728695),-3.720905127829593e-06,3.720905127829593e-06
GPRASP3 (80823),3.720758125813339e-06,3.720758125813339e-06
GP5 (2814),3.718707293259339e-06,3.718707293259339e-06
PRAMEF20 (645425),-3.717583961253737e-06,3.717583961253737e-06
MKRN2 (23609),-3.7172304135238457e-06,3.7172304135238457e-06
EMP1 (2012),-3.7167694007270784e-06,3.7167694007270784e-06
GOLGA8N (643699),3.716407385707269e-06,3.716407385707269e-06
ZSCAN30 (100101467),3.714314818965009e-06,3.714314818965009e-06
ZFHX3 (463),3.7129710068819743e-06,3.7129710068819743e-06
PXMP2 (5827),-3.71275234112777e-06,3.71275234112777e-06
OSTN (344901),-3.7127177306229718e-06,3.7127177306229718e-06
RAB32 (10981),-3.7125548353760797e-06,3.7125548353760797e-06
FOXJ3 (22887),-3.712272284048263e-06,3.712272284048263e-06
PABPC4L (132430),3.7114853720700672e-06,3.7114853720700672e-06
MYO9B (4650),3.711480426963216e-06,3.711480426963216e-06
PON3 (5446),3.7105932861072163e-06,3.7105932861072163e-06
SLC2A14 (144195),-3.7099829726786984e-06,3.7099829726786984e-06
TMEM95 (339168),-3.7076371812441233e-06,3.7076371812441233e-06
CNTN6 (27255),3.7076036979456374e-06,3.7076036979456374e-06
APOBEC3H (164668),3.7073019117988583e-06,3.7073019117988583e-06
RSPH10B (222967),-3.7071469677934143e-06,3.7071469677934143e-06
GPR182 (11318),3.7060216430728753e-06,3.7060216430728753e-06
CHURC1 (91612),-3.7051329311889354e-06,3.7051329311889354e-06
ABRACL (58527),-3.7048412942069206e-06,3.7048412942069206e-06
ZMYND8 (23613),-3.7047581038872575e-06,3.7047581038872575e-06
RECQL4 (9401),3.704072917486304e-06,3.704072917486304e-06
PSMD3 (5709),-3.7040672957777836e-06,3.7040672957777836e-06
TAB3 (257397),-3.7040125157132227e-06,3.7040125157132227e-06
GSE1 (23199),3.7039984295364994e-06,3.7039984295364994e-06
SKOR2 (652991),-3.7029277400218204e-06,3.7029277400218204e-06
FMN1 (342184),-3.7022607605606584e-06,3.7022607605606584e-06
CES5A (221223),3.7021734606336613e-06,3.7021734606336613e-06
RDX (5962),-3.702063086975622e-06,3.702063086975622e-06
OR52N4 (390072),3.7020495768948735e-06,3.7020495768948735e-06
PIGL (9487),-3.701682896276924e-06,3.701682896276924e-06
NELFE (7936),-3.7012818797563204e-06,3.7012818797563204e-06
PPP2R3B (28227),-3.7010533731788038e-06,3.7010533731788038e-06
ANKRD26 (22852),-3.70064080034029e-06,3.70064080034029e-06
C16orf92 (146378),-3.6995305968312776e-06,3.6995305968312776e-06
GRAP (10750),-3.6975767301607466e-06,3.6975767301607466e-06
MED22 (6837),3.6969443716507223e-06,3.6969443716507223e-06
LY6G5C (80741),3.6961384550666296e-06,3.6961384550666296e-06
BEST2 (54831),-3.6958380060737887e-06,3.6958380060737887e-06
DSC1 (1823),3.6945817047425657e-06,3.6945817047425657e-06
POLR1C (9533),3.69449310649719e-06,3.69449310649719e-06
GATA2 (2624),-3.6940956579351237e-06,3.6940956579351237e-06
KIN (22944),-3.693966271602608e-06,3.693966271602608e-06
GARRE1 (9710),3.6924506837976303e-06,3.6924506837976303e-06
POLM (27434),3.692109694928637e-06,3.692109694928637e-06
DGCR6L (85359),3.6915519114769923e-06,3.6915519114769923e-06
CASTOR1 (652968),3.6914950538159717e-06,3.6914950538159717e-06
ITFG2 (55846),3.6906173625255e-06,3.6906173625255e-06
MAGED4B (81557),-3.689985922287277e-06,3.689985922287277e-06
HSPA1A (3303),-3.68947266509653e-06,3.68947266509653e-06
TMEM252 (169693),3.6886725097451332e-06,3.6886725097451332e-06
WEE2 (494551),3.6885600687752208e-06,3.6885600687752208e-06
C8orf58 (541565),3.688396842599178e-06,3.688396842599178e-06
LSM5 (23658),3.6879286429965006e-06,3.6879286429965006e-06
TUSC1 (286319),3.6871389478426167e-06,3.6871389478426167e-06
POU3F2 (5454),3.687050911482465e-06,3.687050911482465e-06
RNF128 (79589),3.686910105597646e-06,3.686910105597646e-06
GCAT (23464),3.686906081677899e-06,3.686906081677899e-06
ST6GALNAC3 (256435),3.6867952725994476e-06,3.6867952725994476e-06
KCNAB3 (9196),-3.686762078882665e-06,3.686762078882665e-06
CENPP (401541),3.6866121213144074e-06,3.6866121213144074e-06
SMIM17 (147670),-3.6862329568800656e-06,3.6862329568800656e-06
IST1 (9798),3.6849155553982443e-06,3.6849155553982443e-06
CNOT9 (9125),3.6844666818229634e-06,3.6844666818229634e-06
KIAA2012 (100652824),-3.684104894757197e-06,3.684104894757197e-06
SPINK6 (404203),3.6830665103208876e-06,3.6830665103208876e-06
SNX33 (257364),-3.682795060714569e-06,3.682795060714569e-06
B3GNT4 (79369),3.6825216265067953e-06,3.6825216265067953e-06
HYOU1 (10525),3.6806455362461173e-06,3.6806455362461173e-06
TENT4A (11044),-3.680302911575777e-06,3.680302911575777e-06
CD8A (925),3.6796467108213735e-06,3.6796467108213735e-06
CSRNP3 (80034),-3.6794840791533744e-06,3.6794840791533744e-06
CDKN1C (1028),-3.678808107215626e-06,3.678808107215626e-06
BRICD5 (283870),-3.6783992555652803e-06,3.6783992555652803e-06
SPAG17 (200162),3.6782799636523114e-06,3.6782799636523114e-06
ALOX15 (246),-3.678050475599391e-06,3.678050475599391e-06
HSDL2 (84263),-3.6778734638545266e-06,3.6778734638545266e-06
CEP43 (11116),-3.6776561522301254e-06,3.6776561522301254e-06
OR51J1 (79470),3.6774738869330765e-06,3.6774738869330765e-06
ASB2 (51676),3.677314468788035e-06,3.677314468788035e-06
GTF2IRD2 (84163),3.6761024519107374e-06,3.6761024519107374e-06
RBM4 (5936),-3.676057764006844e-06,3.676057764006844e-06
POLE4 (56655),3.675936015075376e-06,3.675936015075376e-06
EEPD1 (80820),3.6748511161235964e-06,3.6748511161235964e-06
PTP4A3 (11156),3.6741300356517964e-06,3.6741300356517964e-06
ABRAXAS2 (23172),-3.6717337223604393e-06,3.6717337223604393e-06
GFOD2 (81577),3.6710536197974365e-06,3.6710536197974365e-06
OR52K1 (390036),3.6702426980792074e-06,3.6702426980792074e-06
ZCCHC12 (170261),-3.669870718555553e-06,3.669870718555553e-06
UNC13A (23025),3.6692752137041795e-06,3.6692752137041795e-06
H2AX (3014),-3.669178625577759e-06,3.669178625577759e-06
ABHD17A (81926),-3.669114424605481e-06,3.669114424605481e-06
TRMT5 (57570),-3.6690338308182796e-06,3.6690338308182796e-06
CNIH1 (10175),-3.668708242703383e-06,3.668708242703383e-06
FNBP1L (54874),3.6683644307449517e-06,3.6683644307449517e-06
MTMR2 (8898),3.6675472796252197e-06,3.6675472796252197e-06
SLC6A3 (6531),-3.667436341855363e-06,3.667436341855363e-06
OR1A1 (8383),-3.6655775810958003e-06,3.6655775810958003e-06
LRTM1 (57408),-3.665546046456054e-06,3.665546046456054e-06
RCC1 (1104),-3.6648805235743748e-06,3.6648805235743748e-06
NABP2 (79035),3.6647175353165824e-06,3.6647175353165824e-06
BANF2 (140836),3.6640822652746358e-06,3.6640822652746358e-06
ABRAXAS1 (84142),-3.6639888732637353e-06,3.6639888732637353e-06
DFFA (1676),-3.663508494180255e-06,3.663508494180255e-06
TMEM181 (57583),-3.6633967707868634e-06,3.6633967707868634e-06
KRTAP19-2 (337969),-3.6624317913632235e-06,3.6624317913632235e-06
ERG (2078),-3.6623534924618034e-06,3.6623534924618034e-06
L3MBTL1 (26013),3.661958997890873e-06,3.661958997890873e-06
SHMT1 (6470),3.6599227583016035e-06,3.6599227583016035e-06
PREX1 (57580),3.6598555439825875e-06,3.6598555439825875e-06
CEP128 (145508),-3.6594881290948515e-06,3.6594881290948515e-06
MSC (9242),3.659295160625859e-06,3.659295160625859e-06
NEUROG3 (50674),-3.6572168269738077e-06,3.6572168269738077e-06
MAGI1 (9223),3.65684530685083e-06,3.65684530685083e-06
FRMD1 (79981),3.6563198358480486e-06,3.6563198358480486e-06
APOL4 (80832),3.6561291961383925e-06,3.6561291961383925e-06
BRDT (676),-3.6550493790185503e-06,3.6550493790185503e-06
XPR1 (9213),3.654297630111547e-06,3.654297630111547e-06
APEX1 (328),3.653900918097231e-06,3.653900918097231e-06
CPA1 (1357),3.6539007508382253e-06,3.6539007508382253e-06
PUM1 (9698),3.6535778101871e-06,3.6535778101871e-06
CNOT6 (57472),3.6532905039761866e-06,3.6532905039761866e-06
ABCC8 (6833),-3.6532625119970826e-06,3.6532625119970826e-06
PKD2 (5311),3.6525807699697346e-06,3.6525807699697346e-06
NDUFAF8 (284184),-3.6518353983458285e-06,3.6518353983458285e-06
UFL1 (23376),-3.650287803061456e-06,3.650287803061456e-06
MYO1C (4641),3.6488227471050513e-06,3.6488227471050513e-06
IL27RA (9466),-3.648064549060918e-06,3.648064549060918e-06
HDDC3 (374659),3.6471074272620632e-06,3.6471074272620632e-06
NEURL3 (93082),3.6461045337536712e-06,3.6461045337536712e-06
TMX1 (81542),3.644700064703725e-06,3.644700064703725e-06
PRAMEF26 (645359),-3.6444841338635996e-06,3.6444841338635996e-06
DCST2 (127579),3.643607649631044e-06,3.643607649631044e-06
ARL17B (100506084),3.642658976466158e-06,3.642658976466158e-06
FUZ (80199),-3.6407128191730596e-06,3.6407128191730596e-06
TTC32 (130502),-3.6404380108542034e-06,3.6404380108542034e-06
SLC6A18 (348932),-3.640177443360375e-06,3.640177443360375e-06
CDH26 (60437),3.639837480261888e-06,3.639837480261888e-06
KRTAP10-1 (386677),3.639769385734126e-06,3.639769385734126e-06
ACP1 (52),3.6384082981800114e-06,3.6384082981800114e-06
SIGLECL1 (284369),3.637627786441602e-06,3.637627786441602e-06
ALPK2 (115701),-3.637443304319275e-06,3.637443304319275e-06
SLC38A9 (153129),-3.6362260804159272e-06,3.6362260804159272e-06
KCNAB1 (7881),-3.631996368005041e-06,3.631996368005041e-06
GJD2 (57369),-3.630999635349685e-06,3.630999635349685e-06
NUTM1 (256646),3.6304812929063012e-06,3.6304812929063012e-06
GDF3 (9573),-3.6283822258037683e-06,3.6283822258037683e-06
FBLN1 (2192),-3.6276696152468496e-06,3.6276696152468496e-06
GSAP (54103),3.6275247272521524e-06,3.6275247272521524e-06
LYSMD2 (256586),-3.6273499578722744e-06,3.6273499578722744e-06
TAS1R1 (80835),3.6268116865040197e-06,3.6268116865040197e-06
SIRT1 (23411),-3.6265233762816516e-06,3.6265233762816516e-06
WDR97 (340390),3.6238413135089382e-06,3.6238413135089382e-06
OR56A5 (390084),-3.62371800610964e-06,3.62371800610964e-06
DCTPP1 (79077),-3.6236960143608723e-06,3.6236960143608723e-06
HAPLN3 (145864),3.6214454610987325e-06,3.6214454610987325e-06
COLGALT2 (23127),3.6208246657209357e-06,3.6208246657209357e-06
MFSD4B (91749),-3.6199563437506666e-06,3.6199563437506666e-06
SLITRK4 (139065),3.619664452536816e-06,3.619664452536816e-06
PAIP2 (51247),-3.6174533869115605e-06,3.6174533869115605e-06
DEFB109D (503838),3.616940400058795e-06,3.616940400058795e-06
ZNHIT1 (10467),-3.616556040984879e-06,3.616556040984879e-06
MAMSTR (284358),-3.6163658340430997e-06,3.6163658340430997e-06
OSM (5008),3.6142873290310213e-06,3.6142873290310213e-06
MTFR1L (56181),-3.6139194617864807e-06,3.6139194617864807e-06
RBL2 (5934),3.612017281811321e-06,3.612017281811321e-06
CST6 (1474),-3.611763704974169e-06,3.611763704974169e-06
MED20 (9477),-3.6112006440872296e-06,3.6112006440872296e-06
PTGIS (5740),3.6107098549185585e-06,3.6107098549185585e-06
SHPK (23729),3.610686518808629e-06,3.610686518808629e-06
POU4F1 (5457),-3.609296997197244e-06,3.609296997197244e-06
MRFAP1L1 (114932),3.6087495631764947e-06,3.6087495631764947e-06
ZNF84 (7637),-3.6077874920165497e-06,3.6077874920165497e-06
SPATA22 (84690),-3.606567663710008e-06,3.606567663710008e-06
SNAI1 (6615),3.606302103526243e-06,3.606302103526243e-06
SGF29 (112869),-3.6052285152393707e-06,3.6052285152393707e-06
CYP19A1 (1588),-3.604540362827766e-06,3.604540362827766e-06
KCNK6 (9424),3.6039869413947556e-06,3.6039869413947556e-06
EEF2K (29904),3.603754444239139e-06,3.603754444239139e-06
GCDH (2639),3.6036717631678418e-06,3.6036717631678418e-06
ARMC3 (219681),-3.6022136491313734e-06,3.6022136491313734e-06
ACSS3 (79611),-3.5994248703424923e-06,3.5994248703424923e-06
RNASEH2A (10535),-3.5993207803385904e-06,3.5993207803385904e-06
RPS19 (6223),3.599069949726942e-06,3.599069949726942e-06
PKMYT1 (9088),3.59878056460982e-06,3.59878056460982e-06
CHRM2 (1129),-3.59838451703065e-06,3.59838451703065e-06
TMEM14C (51522),-3.5978883386100777e-06,3.5978883386100777e-06
DPT (1805),3.5974297253622957e-06,3.5974297253622957e-06
IGSF6 (10261),-3.596756071143641e-06,3.596756071143641e-06
HS3ST1 (9957),3.5961913509928392e-06,3.5961913509928392e-06
ATP6V0D2 (245972),3.594880914021043e-06,3.594880914021043e-06
HECW1 (23072),3.5935386212636557e-06,3.5935386212636557e-06
TCERG1L (256536),-3.5933752767467776e-06,3.5933752767467776e-06
TGIF2LX (90316),3.5923416169052674e-06,3.5923416169052674e-06
HS3ST2 (9956),-3.592338393799762e-06,3.592338393799762e-06
CYP27A1 (1593),3.5914153126924635e-06,3.5914153126924635e-06
CFAP141 (388701),-3.590914014843601e-06,3.590914014843601e-06
MTF1 (4520),3.590172285418331e-06,3.590172285418331e-06
LRRC30 (339291),3.589507929137599e-06,3.589507929137599e-06
PIWIL1 (9271),3.587525196188035e-06,3.587525196188035e-06
TMEM132E (124842),3.586103320276983e-06,3.586103320276983e-06
KCNJ1 (3758),3.585480383830591e-06,3.585480383830591e-06
RETSAT (54884),3.585068862997091e-06,3.585068862997091e-06
HUS1 (3364),3.5840570174235253e-06,3.5840570174235253e-06
VSTM5 (387804),3.5836705523678673e-06,3.5836705523678673e-06
B4GALT6 (9331),-3.583565229657773e-06,3.583565229657773e-06
LRIT3 (345193),3.583521422433722e-06,3.583521422433722e-06
DNAH14 (127602),3.583144872363128e-06,3.583144872363128e-06
LRRN3 (54674),-3.5822588242753943e-06,3.5822588242753943e-06
PRICKLE1 (144165),-3.5817999262432663e-06,3.5817999262432663e-06
APOA1 (335),-3.581439796918515e-06,3.581439796918515e-06
TEX35 (84066),-3.580775682798586e-06,3.580775682798586e-06
TMEM123 (114908),-3.5804858702205187e-06,3.5804858702205187e-06
RRAGB (10325),3.580232451816311e-06,3.580232451816311e-06
CLDN16 (10686),-3.578570589899039e-06,3.578570589899039e-06
ZFP30 (22835),-3.5785613786808525e-06,3.5785613786808525e-06
FMO5 (2330),-3.578547358641962e-06,3.578547358641962e-06
ZNRF4 (148066),3.578496417891706e-06,3.578496417891706e-06
TMEM61 (199964),-3.5783177860431682e-06,3.5783177860431682e-06
AAMDC (28971),-3.5779588009706887e-06,3.5779588009706887e-06
ZNF169 (169841),3.577810896131764e-06,3.577810896131764e-06
HTR3A (3359),-3.5776520236939485e-06,3.5776520236939485e-06
SLIT2 (9353),-3.5774470666092684e-06,3.5774470666092684e-06
NPVF (64111),-3.577361944629584e-06,3.577361944629584e-06
SMARCE1 (6605),-3.5771413193514184e-06,3.5771413193514184e-06
RELT (84957),-3.5762245638755212e-06,3.5762245638755212e-06
UTP25 (27042),3.5761196909366977e-06,3.5761196909366977e-06
TNFRSF10C (8794),-3.576032730473977e-06,3.576032730473977e-06
YAF2 (10138),-3.5758247695766965e-06,3.5758247695766965e-06
RPS4X (6191),3.575800813975869e-06,3.575800813975869e-06
PRH1 (5554),3.5750012341095198e-06,3.5750012341095198e-06
KCTD7 (154881),3.5748127405558053e-06,3.5748127405558053e-06
OR51I2 (390064),3.5741371711089374e-06,3.5741371711089374e-06
RHBDL3 (162494),3.573499665670631e-06,3.573499665670631e-06
CBR4 (84869),3.5733204476927848e-06,3.5733204476927848e-06
ZNF202 (7753),-3.5731772533571645e-06,3.5731772533571645e-06
SCART1 (619207),-3.5728533918915286e-06,3.5728533918915286e-06
CPXCR1 (53336),3.56839314327098e-06,3.56839314327098e-06
NCBP2AS2 (152217),3.5683902331144317e-06,3.5683902331144317e-06
PANK4 (55229),-3.5683423390047838e-06,3.5683423390047838e-06
NMT1 (4836),3.5674432355799196e-06,3.5674432355799196e-06
WARS2 (10352),-3.5659441224245606e-06,3.5659441224245606e-06
BDKRB2 (624),-3.565197524376586e-06,3.565197524376586e-06
PHLPP2 (23035),-3.565197331542379e-06,3.565197331542379e-06
SPANXN2 (494119),3.5645531378838944e-06,3.5645531378838944e-06
MAL (4118),3.564164167218609e-06,3.564164167218609e-06
C10orf120 (399814),-3.5628540505016906e-06,3.5628540505016906e-06
RAE1 (8480),-3.560734263009875e-06,3.560734263009875e-06
CYP1A2 (1544),3.560655486884341e-06,3.560655486884341e-06
CELA3B (23436),-3.560638284616653e-06,3.560638284616653e-06
RGPD5 (84220),-3.5605573436014944e-06,3.5605573436014944e-06
ACAD8 (27034),-3.5583555139511295e-06,3.5583555139511295e-06
AK8 (158067),3.5582569586990184e-06,3.5582569586990184e-06
PDAP1 (11333),3.557977738105819e-06,3.557977738105819e-06
LILRA4 (23547),-3.5552164039088e-06,3.5552164039088e-06
PPEF2 (5470),3.5546916209282817e-06,3.5546916209282817e-06
HAS1 (3036),-3.5542431889628352e-06,3.5542431889628352e-06
TMEM185B (79134),3.5542341814194118e-06,3.5542341814194118e-06
PYCARD (29108),3.553474577936475e-06,3.553474577936475e-06
CBFA2T3 (863),3.552817923143581e-06,3.552817923143581e-06
KRTAP1-3 (81850),3.552198007719257e-06,3.552198007719257e-06
KRT39 (390792),-3.5502008298967308e-06,3.5502008298967308e-06
KNG1 (3827),-3.549706829738301e-06,3.549706829738301e-06
KCMF1 (56888),3.548712231622203e-06,3.548712231622203e-06
IRF8 (3394),3.54673008468657e-06,3.54673008468657e-06
KIF22 (3835),3.5464054137317404e-06,3.5464054137317404e-06
OR2T33 (391195),3.545709975405842e-06,3.545709975405842e-06
